log,total_events,max_inactive,min_inactive,ratio,total_mem_bytes,div_mem_bytes,seen_mem_bytes,active_objs,fitness,precision,f1_score,duration_ms
lrmsCollection.json,28278,5656,1131,0.2000,4234743,1968288,48,1345,1.0000,1.0000,1.0000,32
lrmsCollection.json,28278,5656,2828,0.5000,4255751,1975776,48,1738,1.0000,1.0000,1.0000,31
lrmsCollection.json,28278,5656,4525,0.8000,4514455,1973408,48,2062,1.0000,1.0000,1.0000,32
lrmsCollection.json,28278,5656,5656,1.0000,4520823,1975776,48,2250,1.0000,1.0000,1.0000,30
lrmsCollection.json,28278,14139,0,0.0000,7028391,4552224,48,2947,1.0000,1.0000,1.0000,30
lrmsCollection.json,28278,14139,707,0.0500,7049351,4577056,48,3048,1.0000,1.0000,1.0000,30
lrmsCollection.json,28278,14139,1414,0.1000,7050071,4575840,48,3143,1.0000,1.0000,1.0000,30
lrmsCollection.json,28278,14139,2828,0.2000,7053591,4571040,48,3348,1.0000,1.0000,1.0000,32
lrmsCollection.json,28278,14139,7070,0.5000,7086007,4575840,48,3951,1.0000,1.0000,1.0000,32
lrmsCollection.json,28278,14139,11311,0.8000,7122647,4580064,48,4520,1.0000,1.0000,1.0000,31
lrmsCollection.json,28278,14139,14139,1.0000,7124679,4559776,48,4866,1.0000,1.0000,1.0000,29
lrmsCollection.json,28278,28278,28278,1.0000,11824023,8723360,48,8819,1.0000,1.0000,1.0000,28
order-management.json,21008,0,0,0.0000,2098395,496,48,0,0.4121,0.3300,0.3665,55
