log,event_index,offline_ns,online_ns
Period20_procedure_steps_all_additional_event_types.json,2815,,73792
Period20_procedure_steps_all_additional_event_types.json,2816,,74792
Period20_procedure_steps_all_additional_event_types.json,2817,,85292
Period20_procedure_steps_all_additional_event_types.json,2818,,73583
Period20_procedure_steps_all_additional_event_types.json,2819,,74500
Period20_procedure_steps_all_additional_event_types.json,2820,,80791
Period20_procedure_steps_all_additional_event_types.json,2821,,79667
Period20_procedure_steps_all_additional_event_types.json,2822,,72708
Period20_procedure_steps_all_additional_event_types.json,2823,,73291
Period20_procedure_steps_all_additional_event_types.json,2824,,72833
Period20_procedure_steps_all_additional_event_types.json,2825,,76958
Period20_procedure_steps_all_additional_event_types.json,2826,,78583
Period20_procedure_steps_all_additional_event_types.json,2827,,74625
Period20_procedure_steps_all_additional_event_types.json,2828,,73084
Period20_procedure_steps_all_additional_event_types.json,2829,,73291
Period20_procedure_steps_all_additional_event_types.json,2830,,77083
Period20_procedure_steps_all_additional_event_types.json,2831,,79334
Period20_procedure_steps_all_additional_event_types.json,2832,,78000
Period20_procedure_steps_all_additional_event_types.json,2833,,75375
Period20_procedure_steps_all_additional_event_types.json,2834,,73625
Period20_procedure_steps_all_additional_event_types.json,2835,,83250
Period20_procedure_steps_all_additional_event_types.json,2836,,74875
Period20_procedure_steps_all_additional_event_types.json,2837,,81833
Period20_procedure_steps_all_additional_event_types.json,2838,,78083
Period20_procedure_steps_all_additional_event_types.json,2839,,74250
Period20_procedure_steps_all_additional_event_types.json,2840,,72750
Period20_procedure_steps_all_additional_event_types.json,2841,,77250
Period20_procedure_steps_all_additional_event_types.json,2842,,78084
Period20_procedure_steps_all_additional_event_types.json,2843,,77917
Period20_procedure_steps_all_additional_event_types.json,2844,,78292
Period20_procedure_steps_all_additional_event_types.json,2845,,73875
Period20_procedure_steps_all_additional_event_types.json,2846,,72833
Period20_procedure_steps_all_additional_event_types.json,2847,,77041
Period20_procedure_steps_all_additional_event_types.json,2848,,77167
Period20_procedure_steps_all_additional_event_types.json,2849,,76500
Period20_procedure_steps_all_additional_event_types.json,2850,,77417
Period20_procedure_steps_all_additional_event_types.json,2851,34131167,146333
Period20_procedure_steps_all_additional_event_types.json,2852,,88709
Period20_procedure_steps_all_additional_event_types.json,2853,,81750
Period20_procedure_steps_all_additional_event_types.json,2854,,78250
Period20_procedure_steps_all_additional_event_types.json,2855,,76875
Period20_procedure_steps_all_additional_event_types.json,2856,,75791
Period20_procedure_steps_all_additional_event_types.json,2857,,74291
Period20_procedure_steps_all_additional_event_types.json,2858,,73542
Period20_procedure_steps_all_additional_event_types.json,2859,,73083
Period20_procedure_steps_all_additional_event_types.json,2860,,74000
Period20_procedure_steps_all_additional_event_types.json,2861,,73750
Period20_procedure_steps_all_additional_event_types.json,2862,,73709
Period20_procedure_steps_all_additional_event_types.json,2863,,72458
Period20_procedure_steps_all_additional_event_types.json,2864,,72917
Period20_procedure_steps_all_additional_event_types.json,2865,,74709
Period20_procedure_steps_all_additional_event_types.json,2866,,74542
Period20_procedure_steps_all_additional_event_types.json,2867,,74209
Period20_procedure_steps_all_additional_event_types.json,2868,,74333
Period20_procedure_steps_all_additional_event_types.json,2869,,73750
Period20_procedure_steps_all_additional_event_types.json,2870,,72834
Period20_procedure_steps_all_additional_event_types.json,2871,,72083
Period20_procedure_steps_all_additional_event_types.json,2872,,76000
Period20_procedure_steps_all_additional_event_types.json,2873,,74375
Period20_procedure_steps_all_additional_event_types.json,2874,,77791
Period20_procedure_steps_all_additional_event_types.json,2875,,77792
Period20_procedure_steps_all_additional_event_types.json,2876,,79250
Period20_procedure_steps_all_additional_event_types.json,2877,,85458
Period20_procedure_steps_all_additional_event_types.json,2878,,74542
Period20_procedure_steps_all_additional_event_types.json,2879,,74000
Period20_procedure_steps_all_additional_event_types.json,2880,,74167
Period20_procedure_steps_all_additional_event_types.json,2881,,77000
Period20_procedure_steps_all_additional_event_types.json,2882,,76666
Period20_procedure_steps_all_additional_event_types.json,2883,,75000
Period20_procedure_steps_all_additional_event_types.json,2884,,76417
Period20_procedure_steps_all_additional_event_types.json,2885,,79042
Period20_procedure_steps_all_additional_event_types.json,2886,,81708
Period20_procedure_steps_all_additional_event_types.json,2887,,75334
Period20_procedure_steps_all_additional_event_types.json,2888,,73667
Period20_procedure_steps_all_additional_event_types.json,2889,,73542
Period20_procedure_steps_all_additional_event_types.json,2890,,74792
Period20_procedure_steps_all_additional_event_types.json,2891,,78666
Period20_procedure_steps_all_additional_event_types.json,2892,,78667
Period20_procedure_steps_all_additional_event_types.json,2893,,75459
Period20_procedure_steps_all_additional_event_types.json,2894,,75125
Period20_procedure_steps_all_additional_event_types.json,2895,,80083
Period20_procedure_steps_all_additional_event_types.json,2896,,78166
Period20_procedure_steps_all_additional_event_types.json,2897,,78584
Period20_procedure_steps_all_additional_event_types.json,2898,,77667
Period20_procedure_steps_all_additional_event_types.json,2899,,74042
Period20_procedure_steps_all_additional_event_types.json,2900,,74625
Period20_procedure_steps_all_additional_event_types.json,2901,35458208,157458
Period20_procedure_steps_all_additional_event_types.json,2902,,89667
Period20_procedure_steps_all_additional_event_types.json,2903,,86250
Period20_procedure_steps_all_additional_event_types.json,2904,,87708
Period20_procedure_steps_all_additional_event_types.json,2905,,80167
Period20_procedure_steps_all_additional_event_types.json,2906,,94292
Period20_procedure_steps_all_additional_event_types.json,2907,,101500
Period20_procedure_steps_all_additional_event_types.json,2908,,89750
Period20_procedure_steps_all_additional_event_types.json,2909,,86042
Period20_procedure_steps_all_additional_event_types.json,2910,,80500
Period20_procedure_steps_all_additional_event_types.json,2911,,76375
Period20_procedure_steps_all_additional_event_types.json,2912,,75667
Period20_procedure_steps_all_additional_event_types.json,2913,,91166
Period20_procedure_steps_all_additional_event_types.json,2914,,81125
Period20_procedure_steps_all_additional_event_types.json,2915,,75875
Period20_procedure_steps_all_additional_event_types.json,2916,,79917
Period20_procedure_steps_all_additional_event_types.json,2917,,75333
Period20_procedure_steps_all_additional_event_types.json,2918,,76000
Period20_procedure_steps_all_additional_event_types.json,2919,,74583
Period20_procedure_steps_all_additional_event_types.json,2920,,74667
Period20_procedure_steps_all_additional_event_types.json,2921,,76875
Period20_procedure_steps_all_additional_event_types.json,2922,,75625
Period20_procedure_steps_all_additional_event_types.json,2923,,80125
Period20_procedure_steps_all_additional_event_types.json,2924,,80125
Period20_procedure_steps_all_additional_event_types.json,2925,,80042
Period20_procedure_steps_all_additional_event_types.json,2926,,79959
Period20_procedure_steps_all_additional_event_types.json,2927,,79583
Period20_procedure_steps_all_additional_event_types.json,2928,,74875
Period20_procedure_steps_all_additional_event_types.json,2929,,79875
Period20_procedure_steps_all_additional_event_types.json,2930,,80000
Period20_procedure_steps_all_additional_event_types.json,2931,,80292
Period20_procedure_steps_all_additional_event_types.json,2932,,79375
Period20_procedure_steps_all_additional_event_types.json,2933,,79125
Period20_procedure_steps_all_additional_event_types.json,2934,,75833
Period20_procedure_steps_all_additional_event_types.json,2935,,80625
Period20_procedure_steps_all_additional_event_types.json,2936,,79542
Period20_procedure_steps_all_additional_event_types.json,2937,,79208
Period20_procedure_steps_all_additional_event_types.json,2938,,87792
Period20_procedure_steps_all_additional_event_types.json,2939,,76125
Period20_procedure_steps_all_additional_event_types.json,2940,,76916
Period20_procedure_steps_all_additional_event_types.json,2941,,79583
Period20_procedure_steps_all_additional_event_types.json,2942,,79208
Period20_procedure_steps_all_additional_event_types.json,2943,,82042
Period20_procedure_steps_all_additional_event_types.json,2944,,80375
Period20_procedure_steps_all_additional_event_types.json,2945,,76792
Period20_procedure_steps_all_additional_event_types.json,2946,,83167
Period20_procedure_steps_all_additional_event_types.json,2947,,79875
Period20_procedure_steps_all_additional_event_types.json,2948,,79209
Period20_procedure_steps_all_additional_event_types.json,2949,,79958
Period20_procedure_steps_all_additional_event_types.json,2950,,83666
Period20_procedure_steps_all_additional_event_types.json,2951,34916166,167166
Period20_procedure_steps_all_additional_event_types.json,2952,,87042
Period20_procedure_steps_all_additional_event_types.json,2953,,80625
Period20_procedure_steps_all_additional_event_types.json,2954,,76167
Period20_procedure_steps_all_additional_event_types.json,2955,,76333
Period20_procedure_steps_all_additional_event_types.json,2956,,74750
Period20_procedure_steps_all_additional_event_types.json,2957,,79875
Period20_procedure_steps_all_additional_event_types.json,2958,,109958
Period20_procedure_steps_all_additional_event_types.json,2959,,91208
Period20_procedure_steps_all_additional_event_types.json,2960,,81875
Period20_procedure_steps_all_additional_event_types.json,2961,,79750
Period20_procedure_steps_all_additional_event_types.json,2962,,78666
Period20_procedure_steps_all_additional_event_types.json,2963,,89667
Period20_procedure_steps_all_additional_event_types.json,2964,,75791
Period20_procedure_steps_all_additional_event_types.json,2965,,75083
Period20_procedure_steps_all_additional_event_types.json,2966,,75542
Period20_procedure_steps_all_additional_event_types.json,2967,,75584
Period20_procedure_steps_all_additional_event_types.json,2968,,75417
Period20_procedure_steps_all_additional_event_types.json,2969,,75375
Period20_procedure_steps_all_additional_event_types.json,2970,,75084
Period20_procedure_steps_all_additional_event_types.json,2971,,74750
Period20_procedure_steps_all_additional_event_types.json,2972,,75167
Period20_procedure_steps_all_additional_event_types.json,2973,,75292
Period20_procedure_steps_all_additional_event_types.json,2974,,75166
Period20_procedure_steps_all_additional_event_types.json,2975,,76250
Period20_procedure_steps_all_additional_event_types.json,2976,,75417
Period20_procedure_steps_all_additional_event_types.json,2977,,75541
Period20_procedure_steps_all_additional_event_types.json,2978,,75000
Period20_procedure_steps_all_additional_event_types.json,2979,,75083
Period20_procedure_steps_all_additional_event_types.json,2980,,75125
Period20_procedure_steps_all_additional_event_types.json,2981,,75167
Period20_procedure_steps_all_additional_event_types.json,2982,,74833
Period20_procedure_steps_all_additional_event_types.json,2983,,76167
Period20_procedure_steps_all_additional_event_types.json,2984,,74709
Period20_procedure_steps_all_additional_event_types.json,2985,,74667
Period20_procedure_steps_all_additional_event_types.json,2986,,75417
Period20_procedure_steps_all_additional_event_types.json,2987,,78291
Period20_procedure_steps_all_additional_event_types.json,2988,,85750
Period20_procedure_steps_all_additional_event_types.json,2989,,93042
Period20_procedure_steps_all_additional_event_types.json,2990,,76334
Period20_procedure_steps_all_additional_event_types.json,2991,,76000
Period20_procedure_steps_all_additional_event_types.json,2992,,75958
Period20_procedure_steps_all_additional_event_types.json,2993,,75667
Period20_procedure_steps_all_additional_event_types.json,2994,,75542
Period20_procedure_steps_all_additional_event_types.json,2995,,76375
Period20_procedure_steps_all_additional_event_types.json,2996,,75792
Period20_procedure_steps_all_additional_event_types.json,2997,,76125
Period20_procedure_steps_all_additional_event_types.json,2998,,75875
Period20_procedure_steps_all_additional_event_types.json,2999,,75667
Period20_procedure_steps_all_additional_event_types.json,3000,,75208
Period20_procedure_steps_all_additional_event_types.json,3001,36065958,138292
Period20_procedure_steps_all_additional_event_types.json,3002,,94000
Period20_procedure_steps_all_additional_event_types.json,3003,,87375
Period20_procedure_steps_all_additional_event_types.json,3004,,83500
Period20_procedure_steps_all_additional_event_types.json,3005,,79125
Period20_procedure_steps_all_additional_event_types.json,3006,,78667
Period20_procedure_steps_all_additional_event_types.json,3007,,81166
Period20_procedure_steps_all_additional_event_types.json,3008,,80750
Period20_procedure_steps_all_additional_event_types.json,3009,,80209
Period20_procedure_steps_all_additional_event_types.json,3010,,80625
Period20_procedure_steps_all_additional_event_types.json,3011,,76750
Period20_procedure_steps_all_additional_event_types.json,3012,,81166
Period20_procedure_steps_all_additional_event_types.json,3013,,80791
Period20_procedure_steps_all_additional_event_types.json,3014,,80250
Period20_procedure_steps_all_additional_event_types.json,3015,,80333
Period20_procedure_steps_all_additional_event_types.json,3016,,79709
Period20_procedure_steps_all_additional_event_types.json,3017,,84000
Period20_procedure_steps_all_additional_event_types.json,3018,,79916
Period20_procedure_steps_all_additional_event_types.json,3019,,97500
Period20_procedure_steps_all_additional_event_types.json,3020,,90209
Period20_procedure_steps_all_additional_event_types.json,3021,,83666
Period20_procedure_steps_all_additional_event_types.json,3022,,77708
Period20_procedure_steps_all_additional_event_types.json,3023,,76666
Period20_procedure_steps_all_additional_event_types.json,3024,,76125
Period20_procedure_steps_all_additional_event_types.json,3025,,77083
Period20_procedure_steps_all_additional_event_types.json,3026,,80959
Period20_procedure_steps_all_additional_event_types.json,3027,,79667
Period20_procedure_steps_all_additional_event_types.json,3028,,75875
Period20_procedure_steps_all_additional_event_types.json,3029,,75833
Period20_procedure_steps_all_additional_event_types.json,3030,,75541
Period20_procedure_steps_all_additional_event_types.json,3031,,76166
Period20_procedure_steps_all_additional_event_types.json,3032,,75375
Period20_procedure_steps_all_additional_event_types.json,3033,,75875
Period20_procedure_steps_all_additional_event_types.json,3034,,75666
Period20_procedure_steps_all_additional_event_types.json,3035,,75750
Period20_procedure_steps_all_additional_event_types.json,3036,,75333
Period20_procedure_steps_all_additional_event_types.json,3037,,74625
Period20_procedure_steps_all_additional_event_types.json,3038,,76750
Period20_procedure_steps_all_additional_event_types.json,3039,,88542
Period20_procedure_steps_all_additional_event_types.json,3040,,75583
Period20_procedure_steps_all_additional_event_types.json,3041,,76084
Period20_procedure_steps_all_additional_event_types.json,3042,,75542
Period20_procedure_steps_all_additional_event_types.json,3043,,75250
Period20_procedure_steps_all_additional_event_types.json,3044,,76292
Period20_procedure_steps_all_additional_event_types.json,3045,,75625
Period20_procedure_steps_all_additional_event_types.json,3046,,75791
Period20_procedure_steps_all_additional_event_types.json,3047,,75625
Period20_procedure_steps_all_additional_event_types.json,3048,,75375
Period20_procedure_steps_all_additional_event_types.json,3049,,75542
Period20_procedure_steps_all_additional_event_types.json,3050,,78208
Period20_procedure_steps_all_additional_event_types.json,3051,34563583,127875
Period20_procedure_steps_all_additional_event_types.json,3052,,78333
Period20_procedure_steps_all_additional_event_types.json,3053,,76125
Period20_procedure_steps_all_additional_event_types.json,3054,,76250
Period20_procedure_steps_all_additional_event_types.json,3055,,76583
Period20_procedure_steps_all_additional_event_types.json,3056,,76208
Period20_procedure_steps_all_additional_event_types.json,3057,,75750
Period20_procedure_steps_all_additional_event_types.json,3058,,75000
Period20_procedure_steps_all_additional_event_types.json,3059,,74709
Period20_procedure_steps_all_additional_event_types.json,3060,,75958
Period20_procedure_steps_all_additional_event_types.json,3061,,75708
Period20_procedure_steps_all_additional_event_types.json,3062,,75125
Period20_procedure_steps_all_additional_event_types.json,3063,,75666
Period20_procedure_steps_all_additional_event_types.json,3064,,75125
Period20_procedure_steps_all_additional_event_types.json,3065,,75375
Period20_procedure_steps_all_additional_event_types.json,3066,,74708
Period20_procedure_steps_all_additional_event_types.json,3067,,75750
Period20_procedure_steps_all_additional_event_types.json,3068,,74833
Period20_procedure_steps_all_additional_event_types.json,3069,,74875
Period20_procedure_steps_all_additional_event_types.json,3070,,75000
Period20_procedure_steps_all_additional_event_types.json,3071,,86834
Period20_procedure_steps_all_additional_event_types.json,3072,,74625
Period20_procedure_steps_all_additional_event_types.json,3073,,74667
Period20_procedure_steps_all_additional_event_types.json,3074,,74750
Period20_procedure_steps_all_additional_event_types.json,3075,,75000
Period20_procedure_steps_all_additional_event_types.json,3076,,74542
Period20_procedure_steps_all_additional_event_types.json,3077,,76042
Period20_procedure_steps_all_additional_event_types.json,3078,,79375
Period20_procedure_steps_all_additional_event_types.json,3079,,75333
Period20_procedure_steps_all_additional_event_types.json,3080,,75084
Period20_procedure_steps_all_additional_event_types.json,3081,,77000
Period20_procedure_steps_all_additional_event_types.json,3082,,79667
Period20_procedure_steps_all_additional_event_types.json,3083,,80333
Period20_procedure_steps_all_additional_event_types.json,3084,,74958
Period20_procedure_steps_all_additional_event_types.json,3085,,78541
Period20_procedure_steps_all_additional_event_types.json,3086,,75333
Period20_procedure_steps_all_additional_event_types.json,3087,,77875
Period20_procedure_steps_all_additional_event_types.json,3088,,79792
Period20_procedure_steps_all_additional_event_types.json,3089,,79250
Period20_procedure_steps_all_additional_event_types.json,3090,,75125
Period20_procedure_steps_all_additional_event_types.json,3091,,75208
Period20_procedure_steps_all_additional_event_types.json,3092,,75042
Period20_procedure_steps_all_additional_event_types.json,3093,,78209
Period20_procedure_steps_all_additional_event_types.json,3094,,80375
Period20_procedure_steps_all_additional_event_types.json,3095,,78833
Period20_procedure_steps_all_additional_event_types.json,3096,,79875
Period20_procedure_steps_all_additional_event_types.json,3097,,74458
Period20_procedure_steps_all_additional_event_types.json,3098,,78583
Period20_procedure_steps_all_additional_event_types.json,3099,,80042
Period20_procedure_steps_all_additional_event_types.json,3100,,79916
Period20_procedure_steps_all_additional_event_types.json,3101,39718958,143959
Period20_procedure_steps_all_additional_event_types.json,3102,,98250
Period20_procedure_steps_all_additional_event_types.json,3103,,83458
Period20_procedure_steps_all_additional_event_types.json,3104,,81417
Period20_procedure_steps_all_additional_event_types.json,3105,,79792
Period20_procedure_steps_all_additional_event_types.json,3106,,77375
Period20_procedure_steps_all_additional_event_types.json,3107,,77750
Period20_procedure_steps_all_additional_event_types.json,3108,,76667
Period20_procedure_steps_all_additional_event_types.json,3109,,77292
Period20_procedure_steps_all_additional_event_types.json,3110,,76542
Period20_procedure_steps_all_additional_event_types.json,3111,,76166
Period20_procedure_steps_all_additional_event_types.json,3112,,76458
Period20_procedure_steps_all_additional_event_types.json,3113,,84166
Period20_procedure_steps_all_additional_event_types.json,3114,,79084
Period20_procedure_steps_all_additional_event_types.json,3115,,78458
Period20_procedure_steps_all_additional_event_types.json,3116,,77458
Period20_procedure_steps_all_additional_event_types.json,3117,,78542
Period20_procedure_steps_all_additional_event_types.json,3118,,77375
Period20_procedure_steps_all_additional_event_types.json,3119,,77583
Period20_procedure_steps_all_additional_event_types.json,3120,,80583
Period20_procedure_steps_all_additional_event_types.json,3121,,89042
Period20_procedure_steps_all_additional_event_types.json,3122,,79084
Period20_procedure_steps_all_additional_event_types.json,3123,,76625
Period20_procedure_steps_all_additional_event_types.json,3124,,76542
Period20_procedure_steps_all_additional_event_types.json,3125,,77583
Period20_procedure_steps_all_additional_event_types.json,3126,,81791
Period20_procedure_steps_all_additional_event_types.json,3127,,82209
Period20_procedure_steps_all_additional_event_types.json,3128,,77250
Period20_procedure_steps_all_additional_event_types.json,3129,,76542
Period20_procedure_steps_all_additional_event_types.json,3130,,77500
Period20_procedure_steps_all_additional_event_types.json,3131,,80667
Period20_procedure_steps_all_additional_event_types.json,3132,,80750
Period20_procedure_steps_all_additional_event_types.json,3133,,84667
Period20_procedure_steps_all_additional_event_types.json,3134,,76708
Period20_procedure_steps_all_additional_event_types.json,3135,,76750
Period20_procedure_steps_all_additional_event_types.json,3136,,79083
Period20_procedure_steps_all_additional_event_types.json,3137,,80917
Period20_procedure_steps_all_additional_event_types.json,3138,,84542
Period20_procedure_steps_all_additional_event_types.json,3139,,79458
Period20_procedure_steps_all_additional_event_types.json,3140,,85000
Period20_procedure_steps_all_additional_event_types.json,3141,,77125
Period20_procedure_steps_all_additional_event_types.json,3142,,80375
Period20_procedure_steps_all_additional_event_types.json,3143,,80792
Period20_procedure_steps_all_additional_event_types.json,3144,,80000
Period20_procedure_steps_all_additional_event_types.json,3145,,77917
Period20_procedure_steps_all_additional_event_types.json,3146,,75750
Period20_procedure_steps_all_additional_event_types.json,3147,,81000
Period20_procedure_steps_all_additional_event_types.json,3148,,80708
Period20_procedure_steps_all_additional_event_types.json,3149,,81291
Period20_procedure_steps_all_additional_event_types.json,3150,,81708
Period20_procedure_steps_all_additional_event_types.json,3151,36817833,135209
Period20_procedure_steps_all_additional_event_types.json,3152,,90500
Period20_procedure_steps_all_additional_event_types.json,3153,,86708
Period20_procedure_steps_all_additional_event_types.json,3154,,84292
Period20_procedure_steps_all_additional_event_types.json,3155,,80667
Period20_procedure_steps_all_additional_event_types.json,3156,,78250
Period20_procedure_steps_all_additional_event_types.json,3157,,82125
Period20_procedure_steps_all_additional_event_types.json,3158,,81917
Period20_procedure_steps_all_additional_event_types.json,3159,,81042
Period20_procedure_steps_all_additional_event_types.json,3160,,81500
Period20_procedure_steps_all_additional_event_types.json,3161,,76792
Period20_procedure_steps_all_additional_event_types.json,3162,,80417
Period20_procedure_steps_all_additional_event_types.json,3163,,81500
Period20_procedure_steps_all_additional_event_types.json,3164,,81250
Period20_procedure_steps_all_additional_event_types.json,3165,,80875
Period20_procedure_steps_all_additional_event_types.json,3166,,89500
Period20_procedure_steps_all_additional_event_types.json,3167,,77042
Period20_procedure_steps_all_additional_event_types.json,3168,,81125
Period20_procedure_steps_all_additional_event_types.json,3169,,87708
Period20_procedure_steps_all_additional_event_types.json,3170,,83041
Period20_procedure_steps_all_additional_event_types.json,3171,,82875
Period20_procedure_steps_all_additional_event_types.json,3172,,78875
Period20_procedure_steps_all_additional_event_types.json,3173,,79208
Period20_procedure_steps_all_additional_event_types.json,3174,,84041
Period20_procedure_steps_all_additional_event_types.json,3175,,84708
Period20_procedure_steps_all_additional_event_types.json,3176,,80042
Period20_procedure_steps_all_additional_event_types.json,3177,,81041
Period20_procedure_steps_all_additional_event_types.json,3178,,77625
Period20_procedure_steps_all_additional_event_types.json,3179,,80875
Period20_procedure_steps_all_additional_event_types.json,3180,,80750
Period20_procedure_steps_all_additional_event_types.json,3181,,81167
Period20_procedure_steps_all_additional_event_types.json,3182,,89042
Period20_procedure_steps_all_additional_event_types.json,3183,,80584
Period20_procedure_steps_all_additional_event_types.json,3184,,81500
Period20_procedure_steps_all_additional_event_types.json,3185,,80583
Period20_procedure_steps_all_additional_event_types.json,3186,,84250
Period20_procedure_steps_all_additional_event_types.json,3187,,80708
Period20_procedure_steps_all_additional_event_types.json,3188,,81166
Period20_procedure_steps_all_additional_event_types.json,3189,,80584
Period20_procedure_steps_all_additional_event_types.json,3190,,80458
Period20_procedure_steps_all_additional_event_types.json,3191,,80667
Period20_procedure_steps_all_additional_event_types.json,3192,,80625
Period20_procedure_steps_all_additional_event_types.json,3193,,85500
Period20_procedure_steps_all_additional_event_types.json,3194,,84333
Period20_procedure_steps_all_additional_event_types.json,3195,,82125
Period20_procedure_steps_all_additional_event_types.json,3196,,80666
Period20_procedure_steps_all_additional_event_types.json,3197,,86041
Period20_procedure_steps_all_additional_event_types.json,3198,,82000
Period20_procedure_steps_all_additional_event_types.json,3199,,81083
Period20_procedure_steps_all_additional_event_types.json,3200,,78208
Period20_procedure_steps_all_additional_event_types.json,3201,38103125,148375
Period20_procedure_steps_all_additional_event_types.json,3202,,94000
Period20_procedure_steps_all_additional_event_types.json,3203,,106917
Period20_procedure_steps_all_additional_event_types.json,3204,,100792
Period20_procedure_steps_all_additional_event_types.json,3205,,87500
Period20_procedure_steps_all_additional_event_types.json,3206,,87125
Period20_procedure_steps_all_additional_event_types.json,3207,,95375
Period20_procedure_steps_all_additional_event_types.json,3208,,83542
Period20_procedure_steps_all_additional_event_types.json,3209,,80791
Period20_procedure_steps_all_additional_event_types.json,3210,,100666
Period20_procedure_steps_all_additional_event_types.json,3211,,92959
Period20_procedure_steps_all_additional_event_types.json,3212,,82917
Period20_procedure_steps_all_additional_event_types.json,3213,,80542
Period20_procedure_steps_all_additional_event_types.json,3214,,78459
Period20_procedure_steps_all_additional_event_types.json,3215,,78208
Period20_procedure_steps_all_additional_event_types.json,3216,,77750
Period20_procedure_steps_all_additional_event_types.json,3217,,78792
Period20_procedure_steps_all_additional_event_types.json,3218,,78458
Period20_procedure_steps_all_additional_event_types.json,3219,,78958
Period20_procedure_steps_all_additional_event_types.json,3220,,78334
Period20_procedure_steps_all_additional_event_types.json,3221,,82083
Period20_procedure_steps_all_additional_event_types.json,3222,,77625
Period20_procedure_steps_all_additional_event_types.json,3223,,77584
Period20_procedure_steps_all_additional_event_types.json,3224,,81959
Period20_procedure_steps_all_additional_event_types.json,3225,,77584
Period20_procedure_steps_all_additional_event_types.json,3226,,77000
Period20_procedure_steps_all_additional_event_types.json,3227,,77042
Period20_procedure_steps_all_additional_event_types.json,3228,,78042
Period20_procedure_steps_all_additional_event_types.json,3229,,90042
Period20_procedure_steps_all_additional_event_types.json,3230,,76959
Period20_procedure_steps_all_additional_event_types.json,3231,,91625
Period20_procedure_steps_all_additional_event_types.json,3232,,76834
Period20_procedure_steps_all_additional_event_types.json,3233,,76916
Period20_procedure_steps_all_additional_event_types.json,3234,,77333
Period20_procedure_steps_all_additional_event_types.json,3235,,77000
Period20_procedure_steps_all_additional_event_types.json,3236,,76916
Period20_procedure_steps_all_additional_event_types.json,3237,,77291
Period20_procedure_steps_all_additional_event_types.json,3238,,77291
Period20_procedure_steps_all_additional_event_types.json,3239,,79458
Period20_procedure_steps_all_additional_event_types.json,3240,,79459
Period20_procedure_steps_all_additional_event_types.json,3241,,81166
Period20_procedure_steps_all_additional_event_types.json,3242,,81625
Period20_procedure_steps_all_additional_event_types.json,3243,,80000
Period20_procedure_steps_all_additional_event_types.json,3244,,76375
Period20_procedure_steps_all_additional_event_types.json,3245,,77417
Period20_procedure_steps_all_additional_event_types.json,3246,,77042
Period20_procedure_steps_all_additional_event_types.json,3247,,81458
Period20_procedure_steps_all_additional_event_types.json,3248,,81709
Period20_procedure_steps_all_additional_event_types.json,3249,,78583
Period20_procedure_steps_all_additional_event_types.json,3250,,75916
Period20_procedure_steps_all_additional_event_types.json,3251,37302666,134458
Period20_procedure_steps_all_additional_event_types.json,3252,,91375
Period20_procedure_steps_all_additional_event_types.json,3253,,89750
Period20_procedure_steps_all_additional_event_types.json,3254,,83792
Period20_procedure_steps_all_additional_event_types.json,3255,,79416
Period20_procedure_steps_all_additional_event_types.json,3256,,81875
Period20_procedure_steps_all_additional_event_types.json,3257,,82792
Period20_procedure_steps_all_additional_event_types.json,3258,,88708
Period20_procedure_steps_all_additional_event_types.json,3259,,83209
Period20_procedure_steps_all_additional_event_types.json,3260,,78208
Period20_procedure_steps_all_additional_event_types.json,3261,,81000
Period20_procedure_steps_all_additional_event_types.json,3262,,82500
Period20_procedure_steps_all_additional_event_types.json,3263,,82000
Period20_procedure_steps_all_additional_event_types.json,3264,,82541
Period20_procedure_steps_all_additional_event_types.json,3265,,79667
Period20_procedure_steps_all_additional_event_types.json,3266,,78542
Period20_procedure_steps_all_additional_event_types.json,3267,,85500
Period20_procedure_steps_all_additional_event_types.json,3268,,84541
Period20_procedure_steps_all_additional_event_types.json,3269,,81500
Period20_procedure_steps_all_additional_event_types.json,3270,,82042
Period20_procedure_steps_all_additional_event_types.json,3271,,77666
Period20_procedure_steps_all_additional_event_types.json,3272,,81250
Period20_procedure_steps_all_additional_event_types.json,3273,,82125
Period20_procedure_steps_all_additional_event_types.json,3274,,84625
Period20_procedure_steps_all_additional_event_types.json,3275,,83167
Period20_procedure_steps_all_additional_event_types.json,3276,,80375
Period20_procedure_steps_all_additional_event_types.json,3277,,79459
Period20_procedure_steps_all_additional_event_types.json,3278,,84000
Period20_procedure_steps_all_additional_event_types.json,3279,,83083
Period20_procedure_steps_all_additional_event_types.json,3280,,81292
Period20_procedure_steps_all_additional_event_types.json,3281,,84791
Period20_procedure_steps_all_additional_event_types.json,3282,,78292
Period20_procedure_steps_all_additional_event_types.json,3283,,81375
Period20_procedure_steps_all_additional_event_types.json,3284,,82000
Period20_procedure_steps_all_additional_event_types.json,3285,,82042
Period20_procedure_steps_all_additional_event_types.json,3286,,81167
Period20_procedure_steps_all_additional_event_types.json,3287,,82792
Period20_procedure_steps_all_additional_event_types.json,3288,,81042
Period20_procedure_steps_all_additional_event_types.json,3289,,81041
Period20_procedure_steps_all_additional_event_types.json,3290,,81125
Period20_procedure_steps_all_additional_event_types.json,3291,,82375
Period20_procedure_steps_all_additional_event_types.json,3292,,83375
Period20_procedure_steps_all_additional_event_types.json,3293,,94291
Period20_procedure_steps_all_additional_event_types.json,3294,,84625
Period20_procedure_steps_all_additional_event_types.json,3295,,81750
