log,total_events,max_inactive,min_inactive,ratio,total_mem_bytes,div_mem_bytes,seen_mem_bytes,active_objs,fitness,precision,f1_score,duration_ms
order-management.json,21008,210,0,0.0000,2302415,111616,48,384,0.7400,0.9861,0.8455,329
order-management.json,21008,210,11,0.0524,2304159,115840,48,384,0.7400,0.9861,0.8455,284
order-management.json,21008,210,21,0.1000,2304207,115520,48,384,0.7400,0.9861,0.8455,256
order-management.json,21008,210,42,0.2000,2310847,117120,48,384,0.7400,0.9861,0.8455,209
order-management.json,21008,210,105,0.5000,2286959,114240,48,384,0.7400,0.9861,0.8455,130
order-management.json,21008,210,168,0.8000,2308351,116160,48,392,0.7400,0.9861,0.8455,75
order-management.json,21008,210,210,1.0000,2276895,113216,48,395,0.7400,0.9861,0.8455,45
order-management.json,21008,1050,0,0.0000,2778927,479120,48,849,0.8242,0.9876,0.8985,735
order-management.json,21008,1050,53,0.0505,2707727,411088,48,850,0.8242,0.9876,0.8985,601
order-management.json,21008,1050,105,0.1000,2766351,468432,48,850,0.8242,0.9876,0.8985,532
order-management.json,21008,1050,210,0.2000,2769215,469392,48,851,0.8242,0.9876,0.8985,445
order-management.json,21008,1050,525,0.5000,2751519,449104,48,855,0.8242,0.9876,0.8985,274
order-management.json,21008,1050,840,0.8000,2739711,443792,48,857,0.8242,0.9876,0.8985,130
order-management.json,21008,1050,1050,1.0000,2791679,493072,48,859,0.8242,0.9876,0.8985,45
order-management.json,21008,2101,0,0.0000,3043263,781512,48,1340,1.0000,1.0000,1.0000,1052
order-management.json,21008,2101,105,0.0500,3014047,757768,48,1342,1.0000,1.0000,1.0000,859
order-management.json,21008,2101,210,0.1000,2997551,737992,48,1348,1.0000,1.0000,1.0000,773
order-management.json,21008,2101,420,0.1999,3148959,889992,48,1349,1.0000,1.0000,1.0000,652
order-management.json,21008,2101,1051,0.5002,3044527,785416,48,1375,1.0000,1.0000,1.0000,382
order-management.json,21008,2101,1681,0.8001,2983663,725640,48,1390,1.0000,1.0000,1.0000,175
order-management.json,21008,2101,2101,1.0000,3046191,788616,48,1404,1.0000,1.0000,1.0000,46
order-management.json,21008,4202,0,0.0000,3992479,1483784,48,2320,1.0000,1.0000,1.0000,1645
order-management.json,21008,4202,210,0.0500,3993407,1483464,48,2328,1.0000,1.0000,1.0000,1320
order-management.json,21008,4202,420,0.1000,4001951,1490952,48,2338,1.0000,1.0000,1.0000,1205
order-management.json,21008,4202,840,0.1999,3988255,1478152,48,2342,1.0000,1.0000,1.0000,1024
order-management.json,21008,4202,2101,0.5000,4004335,1497544,48,2391,1.0000,1.0000,1.0000,630
order-management.json,21008,4202,3362,0.8001,3990159,1483784,48,2420,1.0000,1.0000,1.0000,277
order-management.json,21008,4202,4202,1.0000,4004879,1497288,48,2447,1.0000,1.0000,1.0000,46
order-management.json,21008,10504,0,0.0000,6529071,3569224,48,5082,1.0000,1.0000,1.0000,2442
order-management.json,21008,10504,525,0.0500,6529871,3568648,48,5123,1.0000,1.0000,1.0000,2175
order-management.json,21008,10504,1050,0.1000,6531727,3569992,48,5156,1.0000,1.0000,1.0000,1974
order-management.json,21008,10504,2101,0.2000,6532911,3569096,48,5216,1.0000,1.0000,1.0000,1724
order-management.json,21008,10504,5252,0.5000,6533375,3561288,48,5570,1.0000,1.0000,1.0000,1020
order-management.json,21008,10504,8403,0.8000,6545487,3573000,48,5641,1.0000,1.0000,1.0000,412
order-management.json,21008,10504,10504,1.0000,6538415,3565384,48,5684,1.0000,1.0000,1.0000,46
order-management.json,21008,21008,21008,1.0000,10389215,7244872,48,10840,1.0000,1.0000,1.0000,45
procureToPay.json,14671,0,0,0.0000,2380897,496,48,8,0.4858,0.8136,0.6084,14
procureToPay.json,14671,15,0,0.0000,2390813,7840,48,19,0.8379,0.9480,0.8896,29
procureToPay.json,14671,15,1,0.0667,2391037,6688,48,19,0.8379,0.9480,0.8896,27
procureToPay.json,14671,15,2,0.1333,2394269,8672,48,19,0.8379,0.9480,0.8896,26
procureToPay.json,14671,15,3,0.2000,2392925,9568,48,19,0.8379,0.9480,0.8896,25
procureToPay.json,14671,15,8,0.5333,2390861,8096,48,19,0.8379,0.9480,0.8896,20
procureToPay.json,14671,15,12,0.8000,2391997,8672,48,19,0.8379,0.9480,0.8896,16
procureToPay.json,14671,15,15,1.0000,2390077,7840,48,19,0.8379,0.9480,0.8896,15
procureToPay.json,14671,73,0,0.0000,2422701,29312,48,99,1.0000,1.0000,1.0000,63
procureToPay.json,14671,73,4,0.0548,2423901,29696,48,99,1.0000,1.0000,1.0000,58
procureToPay.json,14671,73,7,0.0959,2422829,28736,48,99,1.0000,1.0000,1.0000,56
procureToPay.json,14671,73,15,0.2055,2432333,27712,48,99,1.0000,1.0000,1.0000,49
procureToPay.json,14671,73,37,0.5068,2428493,29504,48,103,1.0000,1.0000,1.0000,34
procureToPay.json,14671,73,58,0.7945,2423261,28416,48,103,1.0000,1.0000,1.0000,21
procureToPay.json,14671,73,73,1.0000,2426349,25472,48,112,1.0000,1.0000,1.0000,15
procureToPay.json,14671,147,0,0.0000,2449837,57168,48,145,1.0000,1.0000,1.0000,90
procureToPay.json,14671,147,7,0.0476,2463965,59984,48,145,1.0000,1.0000,1.0000,83
procureToPay.json,14671,147,15,0.1020,2445645,53264,48,145,1.0000,1.0000,1.0000,76
procureToPay.json,14671,147,29,0.1973,2456157,54608,48,145,1.0000,1.0000,1.0000,65
procureToPay.json,14671,147,74,0.5034,2460765,57424,48,145,1.0000,1.0000,1.0000,43
procureToPay.json,14671,147,118,0.8027,2455213,51600,48,145,1.0000,1.0000,1.0000,24
procureToPay.json,14671,147,147,1.0000,2440381,47568,48,145,1.0000,1.0000,1.0000,14
procureToPay.json,14671,734,0,0.0000,2644669,185328,48,452,1.0000,1.0000,1.0000,255
procureToPay.json,14671,734,37,0.0504,2648941,186544,48,452,1.0000,1.0000,1.0000,224
procureToPay.json,14671,734,73,0.0995,2647677,184880,48,452,1.0000,1.0000,1.0000,206
procureToPay.json,14671,734,147,0.2003,2647517,184304,48,453,1.0000,1.0000,1.0000,178
procureToPay.json,14671,734,367,0.5000,2669021,207600,48,455,1.0000,1.0000,1.0000,116
procureToPay.json,14671,734,587,0.7997,2668045,204592,48,457,1.0000,1.0000,1.0000,58
procureToPay.json,14671,734,734,1.0000,2648253,189168,48,458,1.0000,1.0000,1.0000,15
procureToPay.json,14671,1467,0,0.0000,2821333,365296,48,870,1.0000,1.0000,1.0000,440
procureToPay.json,14671,1467,73,0.0498,2877877,382832,48,870,1.0000,1.0000,1.0000,393
procureToPay.json,14671,1467,147,0.1002,2868165,374896,48,870,1.0000,1.0000,1.0000,364
procureToPay.json,14671,1467,293,0.1997,2851845,356656,48,873,1.0000,1.0000,1.0000,323
procureToPay.json,14671,1467,734,0.5003,2948781,375792,48,878,1.0000,1.0000,1.0000,209
procureToPay.json,14671,1467,1174,0.8003,2935981,362480,48,886,1.0000,1.0000,1.0000,91
procureToPay.json,14671,1467,1467,1.0000,2941821,370928,48,893,1.0000,1.0000,1.0000,15
procureToPay.json,14671,2934,0,0.0000,3350549,820400,48,1679,1.0000,1.0000,1.0000,758
procureToPay.json,14671,2934,147,0.0501,3339333,802992,48,1689,1.0000,1.0000,1.0000,688
procureToPay.json,14671,2934,293,0.0999,3371829,838192,48,1692,1.0000,1.0000,1.0000,650
procureToPay.json,14671,2934,587,0.2001,3372821,839152,48,1705,1.0000,1.0000,1.0000,577
procureToPay.json,14671,2934,1467,0.5000,3329925,797168,48,1737,1.0000,1.0000,1.0000,362
procureToPay.json,14671,2934,2347,0.7999,3354269,819824,48,1781,1.0000,1.0000,1.0000,162
procureToPay.json,14671,2934,2934,1.0000,3368253,835568,48,1806,1.0000,1.0000,1.0000,15
procureToPay.json,14671,7336,0,0.0000,4663189,1875376,48,4231,1.0000,1.0000,1.0000,1298
procureToPay.json,14671,7336,367,0.0500,4660117,1872240,48,4233,1.0000,1.0000,1.0000,1198
procureToPay.json,14671,7336,734,0.1001,4663589,1873264,48,4251,1.0000,1.0000,1.0000,1126
procureToPay.json,14671,7336,1467,0.2000,4658517,1873648,48,4269,1.0000,1.0000,1.0000,987
procureToPay.json,14671,7336,3668,0.5000,4665957,1877552,48,4327,1.0000,1.0000,1.0000,596
procureToPay.json,14671,7336,5869,0.8000,4663365,1872368,48,4416,1.0000,1.0000,1.0000,235
procureToPay.json,14671,7336,7336,1.0000,4674573,1879920,48,4514,1.0000,1.0000,1.0000,15
procureToPay.json,14671,14671,14671,1.0000,6984069,3627440,48,9054,1.0000,1.0000,1.0000,14
reasoning_benchmark.json,31709,0,0,0.0000,590483,240,48,2,0.1595,0.9477,0.2730,30
reasoning_benchmark.json,31709,32,0,0.0000,601291,5744,48,4,0.7526,1.0000,0.8589,24
reasoning_benchmark.json,31709,32,2,0.0625,603083,7536,48,4,0.7526,1.0000,0.8589,24
reasoning_benchmark.json,31709,32,3,0.0938,602251,6704,48,4,0.7526,1.0000,0.8589,24
reasoning_benchmark.json,31709,32,6,0.1875,603083,7536,48,4,0.7526,1.0000,0.8589,24
reasoning_benchmark.json,31709,32,16,0.5000,603083,7536,48,4,0.7526,1.0000,0.8589,23
reasoning_benchmark.json,31709,32,26,0.8125,603083,7536,48,4,0.7526,1.0000,0.8589,23
reasoning_benchmark.json,31709,32,32,1.0000,603083,7536,48,4,0.7526,1.0000,0.8589,22
reasoning_benchmark.json,31709,159,0,0.0000,621471,23672,48,10,1.0000,1.0000,1.0000,31
reasoning_benchmark.json,31709,159,8,0.0503,621119,23288,48,11,1.0000,1.0000,1.0000,30
reasoning_benchmark.json,31709,159,16,0.1006,622847,25016,48,11,1.0000,1.0000,1.0000,30
reasoning_benchmark.json,31709,159,32,0.2013,620543,23224,48,11,1.0000,1.0000,1.0000,29
reasoning_benchmark.json,31709,159,80,0.5031,620831,23480,48,11,1.0000,1.0000,1.0000,28
reasoning_benchmark.json,31709,159,127,0.7987,620415,22584,48,11,1.0000,1.0000,1.0000,25
reasoning_benchmark.json,31709,159,159,1.0000,620895,23096,48,11,1.0000,1.0000,1.0000,24
reasoning_benchmark.json,31709,317,0,0.0000,637399,40592,48,18,1.0000,1.0000,1.0000,38
reasoning_benchmark.json,31709,317,16,0.0505,636023,38800,48,18,1.0000,1.0000,1.0000,38
reasoning_benchmark.json,31709,317,32,0.1009,637751,40400,48,18,1.0000,1.0000,1.0000,38
reasoning_benchmark.json,31709,317,63,0.1987,639543,41872,48,18,1.0000,1.0000,1.0000,36
reasoning_benchmark.json,31709,317,159,0.5016,640583,43472,48,18,1.0000,1.0000,1.0000,30
reasoning_benchmark.json,31709,317,254,0.8013,638727,41488,48,18,1.0000,1.0000,1.0000,27
reasoning_benchmark.json,31709,317,317,1.0000,639767,41552,48,18,1.0000,1.0000,1.0000,23
reasoning_benchmark.json,31709,1585,0,0.0000,773055,165048,48,80,1.0000,1.0000,1.0000,104
reasoning_benchmark.json,31709,1585,79,0.0498,771279,166392,48,80,1.0000,1.0000,1.0000,99
reasoning_benchmark.json,31709,1585,159,0.1003,779327,173240,48,80,1.0000,1.0000,1.0000,97
reasoning_benchmark.json,31709,1585,317,0.2000,783807,180280,48,81,1.0000,1.0000,1.0000,87
reasoning_benchmark.json,31709,1585,793,0.5003,777423,175416,48,82,1.0000,1.0000,1.0000,64
reasoning_benchmark.json,31709,1585,1268,0.8000,771359,164856,48,83,1.0000,1.0000,1.0000,40
reasoning_benchmark.json,31709,1585,1585,1.0000,780623,175288,48,84,1.0000,1.0000,1.0000,25
reasoning_benchmark.json,31709,3171,0,0.0000,992663,377712,48,161,1.0000,1.0000,1.0000,179
reasoning_benchmark.json,31709,3171,159,0.0501,979927,363824,48,161,1.0000,1.0000,1.0000,171
reasoning_benchmark.json,31709,3171,317,0.1000,993607,378288,48,161,1.0000,1.0000,1.0000,164
reasoning_benchmark.json,31709,3171,634,0.1999,987463,373232,48,162,1.0000,1.0000,1.0000,147
reasoning_benchmark.json,31709,3171,1586,0.5002,977479,364144,48,164,1.0000,1.0000,1.0000,100
reasoning_benchmark.json,31709,3171,2537,0.8001,967303,352624,48,164,1.0000,1.0000,1.0000,54
reasoning_benchmark.json,31709,3171,3171,1.0000,980871,365808,48,164,1.0000,1.0000,1.0000,25
reasoning_benchmark.json,31709,6342,0,0.0000,1321135,677880,48,310,1.0000,1.0000,1.0000,306
reasoning_benchmark.json,31709,6342,317,0.0500,1334879,691000,48,310,1.0000,1.0000,1.0000,292
reasoning_benchmark.json,31709,6342,634,0.1000,1343951,701496,48,310,1.0000,1.0000,1.0000,277
reasoning_benchmark.json,31709,6342,1268,0.1999,1382063,738168,48,310,1.0000,1.0000,1.0000,250
reasoning_benchmark.json,31709,6342,3171,0.5000,1376383,733240,48,313,1.0000,1.0000,1.0000,162
reasoning_benchmark.json,31709,6342,5074,0.8001,1378751,735864,48,317,1.0000,1.0000,1.0000,79
reasoning_benchmark.json,31709,6342,6342,1.0000,1371743,729144,48,319,1.0000,1.0000,1.0000,25
reasoning_benchmark.json,31709,15855,0,0.0000,2283167,1580408,48,775,1.0000,1.0000,1.0000,517
reasoning_benchmark.json,31709,15855,793,0.0500,2203775,1503032,48,777,1.0000,1.0000,1.0000,487
reasoning_benchmark.json,31709,15855,1586,0.1000,2283967,1582328,48,778,1.0000,1.0000,1.0000,459
reasoning_benchmark.json,31709,15855,3171,0.2000,2213487,1511416,48,781,1.0000,1.0000,1.0000,405
reasoning_benchmark.json,31709,15855,7928,0.5000,2265855,1563384,48,790,1.0000,1.0000,1.0000,252
reasoning_benchmark.json,31709,15855,12684,0.8000,2285935,1584760,48,802,1.0000,1.0000,1.0000,112
reasoning_benchmark.json,31709,15855,15855,1.0000,2213519,1511672,48,809,1.0000,1.0000,1.0000,25
reasoning_benchmark.json,31709,31709,31709,1.0000,3344527,2611320,48,1645,1.0000,1.0000,1.0000,26
renting_log_high.json,89972,0,0,0.0000,1949926,240,48,1,0.5333,0.7396,0.6197,42
renting_log_high.json,89972,90,0,0.0000,1967750,14944,48,13,0.6667,0.7943,0.7249,269
renting_log_high.json,89972,90,5,0.0556,1969862,15072,48,13,0.6667,0.7943,0.7249,257
renting_log_high.json,89972,90,9,0.1000,1976598,23008,48,13,0.6667,0.7943,0.7249,247
renting_log_high.json,89972,90,18,0.2000,1974374,21984,48,13,0.6667,0.7943,0.7249,225
renting_log_high.json,89972,90,45,0.5000,1971974,17824,48,13,0.6667,0.7943,0.7249,159
renting_log_high.json,89972,90,72,0.8000,1979078,22432,48,13,0.6667,0.7943,0.7249,93
renting_log_high.json,89972,90,90,1.0000,1968822,16160,48,13,0.6667,0.7943,0.7249,49
renting_log_high.json,89972,450,0,0.0000,2071502,81504,48,45,0.6667,0.7943,0.7249,983
renting_log_high.json,89972,450,23,0.0511,2072718,73120,48,45,0.6667,0.7943,0.7249,910
renting_log_high.json,89972,450,45,0.1000,2069934,78496,48,45,0.6667,0.7943,0.7249,867
renting_log_high.json,89972,450,90,0.2000,2046846,64032,48,45,0.6667,0.7943,0.7249,776
renting_log_high.json,89972,450,225,0.5000,2099094,76064,48,45,0.6667,0.7943,0.7249,586
renting_log_high.json,89972,450,360,0.8000,2059734,61088,48,45,0.6667,0.7943,0.7249,262
renting_log_high.json,89972,450,450,1.0000,2052214,69216,48,45,0.6667,0.7943,0.7249,50
renting_log_high.json,89972,900,0,0.0000,2152478,117152,48,103,0.6667,0.7943,0.7249,1845
renting_log_high.json,89972,900,45,0.0500,2169038,133152,48,103,0.6667,0.7943,0.7249,1755
renting_log_high.json,89972,900,90,0.1000,2167390,139296,48,103,0.6667,0.7943,0.7249,1661
renting_log_high.json,89972,900,180,0.2000,2158350,139744,48,103,0.6667,0.7943,0.7249,1479
renting_log_high.json,89972,900,450,0.5000,2167806,141600,48,103,0.6667,0.7943,0.7249,932
renting_log_high.json,89972,900,720,0.8000,2179718,139424,48,103,0.6667,0.7943,0.7249,465
renting_log_high.json,89972,900,900,1.0000,2147382,131296,48,104,0.6667,0.7943,0.7249,59
renting_log_high.json,89972,4499,0,0.0000,3159966,560800,48,568,0.5000,0.2266,0.3118,8216
renting_log_high.json,89972,4499,225,0.0500,3149550,549984,48,568,0.5000,0.2266,0.3118,7715
renting_log_high.json,89972,4499,450,0.1000,3158318,554976,48,568,0.5000,0.2266,0.3118,7047
renting_log_high.json,89972,4499,900,0.2000,3157310,557024,48,568,0.5000,0.2266,0.3118,6136
renting_log_high.json,89972,4499,2250,0.5001,3148782,551968,48,568,0.5000,0.2266,0.3118,3657
renting_log_high.json,89972,4499,3599,0.8000,3140670,549088,48,568,0.5000,0.2266,0.3118,1444
renting_log_high.json,89972,4499,4499,1.0000,3153190,549088,48,570,0.5000,0.2266,0.3118,52
renting_log_high.json,89972,8997,0,0.0000,3321918,818720,48,1134,1.0000,1.0000,1.0000,13519
renting_log_high.json,89972,8997,450,0.0500,3337454,823840,48,1134,1.0000,1.0000,1.0000,12317
renting_log_high.json,89972,8997,900,0.1000,3331886,819872,48,1134,1.0000,1.0000,1.0000,11481
renting_log_high.json,89972,8997,1799,0.2000,3319806,818080,48,1134,1.0000,1.0000,1.0000,9786
renting_log_high.json,89972,8997,4499,0.5001,3325422,817888,48,1136,1.0000,1.0000,1.0000,5518
renting_log_high.json,89972,8997,7198,0.8000,3326574,815072,48,1136,1.0000,1.0000,1.0000,1801
renting_log_high.json,89972,8997,8997,1.0000,3335238,816672,48,1136,1.0000,1.0000,1.0000,53
renting_log_high.json,89972,17994,0,0.0000,3925222,1363616,48,2260,1.0000,1.0000,1.0000,14940
renting_log_high.json,89972,17994,900,0.0500,3927270,1361952,48,2260,1.0000,1.0000,1.0000,13195
renting_log_high.json,89972,17994,1799,0.1000,3934454,1364384,48,2260,1.0000,1.0000,1.0000,11650
renting_log_high.json,89972,17994,3599,0.2000,3930742,1365088,48,2263,1.0000,1.0000,1.0000,8851
renting_log_high.json,89972,17994,8997,0.5000,3928102,1364832,48,2268,1.0000,1.0000,1.0000,2487
renting_log_high.json,89972,17994,14395,0.8000,3934966,1363616,48,2274,1.0000,1.0000,1.0000,757
renting_log_high.json,89972,17994,17994,1.0000,3933814,1364640,48,2274,1.0000,1.0000,1.0000,51
renting_log_high.json,89972,44986,0,0.0000,9970934,7142288,48,7441,1.0000,1.0000,1.0000,13559
renting_log_high.json,89972,44986,2249,0.0500,9971494,7143312,48,7441,1.0000,1.0000,1.0000,10404
renting_log_high.json,89972,44986,4499,0.1000,9976390,7146192,48,7441,1.0000,1.0000,1.0000,8082
renting_log_high.json,89972,44986,8997,0.2000,9971734,7145744,48,7441,1.0000,1.0000,1.0000,4745
renting_log_high.json,89972,44986,22493,0.5000,9974726,7146512,48,7441,1.0000,1.0000,1.0000,2177
renting_log_high.json,89972,44986,35989,0.8000,9976166,7150288,48,7441,1.0000,1.0000,1.0000,565
renting_log_high.json,89972,44986,44986,1.0000,9973542,7148816,48,7441,1.0000,1.0000,1.0000,49
renting_log_high.json,89972,89972,89972,1.0000,20147414,17190320,48,10000,1.0000,1.0000,1.0000,44
